8.429578781,40.6287117,44.36604691,42.36454391,69.68193054,92.30950928,2.140055895,0.677510917
8.423321724,40.81052017,44.39350891,42.59664154,69.44168854,92.53061676,2.137212753,0.698873878
8.422515869,40.7477417,44.30177307,42.37690353,69.55970001,92.75874329,2.134369612,0.698873878
8.424077034,40.68496323,44.66652679,42.16321564,69.67769623,92.98686218,2.13152647,0.735496104
8.410603523,40.62218094,44.77640152,42.19068146,69.98322296,93.21498871,2.129449368,0.723288715
8.42538166,40.33338928,44.71800995,42.21814728,70.54994202,93.44311523,2.127588272,0.723288655
8.437963486,40.4505806,44.52967072,42.2456131,70.48265076,93.47286987,2.125726938,0.723288655
8.421014786,40.92667007,44.31495667,42.27307892,69.42563629,93.49858093,2.123865843,0.728049576
8.415371895,40.49437332,44.18310928,42.30966568,69.6025238,93.52428436,2.122004509,0.757713556
8.433131218,40.58388519,44.7500267,42.37558746,69.80699921,93.54999542,2.121270657,0.778221965
8.421658516,40.64452744,44.71780396,42.33734894,70.65049744,93.57173157,2.120854616,0.778221965
8.42097187,40.72890472,44.64455795,42.69331741,70.92263031,93.58699036,2.120438576,0.770668626
8.423977852,40.67177582,44.57131577,42.23627472,70.68361664,93.60224915,2.120022535,0.748139441
8.411664009,40.64038467,44.27705383,42.28955841,69.42746735,93.61750793,2.120726347,0.766014636
8.424255371,40.60899734,44.35945129,42.31702423,69.65138245,93.63277435,2.123257399,0.766014576
8.429779053,40.5776062,44.28858948,42.34449387,70.12634277,93.55657196,2.12578845,0.811792374
8.430341721,40.55751419,44.73684311,42.3719635,71.30466461,93.33115387,2.128319502,0.765327871
8.429639816,41.00577164,44.91877747,42.39942932,71.15055084,93.10572815,2.130850554,0.74595958
8.427734375,41.34855652,45.00843048,42.77807236,70.53783417,92.88031006,2.130153656,0.744651616
8.420887947,40.59970474,44.77084351,42.58972931,70.20310974,92.65488434,2.129390717,0.773644269
8.412373543,40.59706879,44.66675949,42.64058685,70.30021667,92.5520401,2.128628016,0.801339805
8.424621582,40.65145111,44.56267929,42.49556351,70.92501831,92.45169067,2.127865314,0.796533167
8.417057991,40.73385239,44.45859146,42.26013184,71.7427597,92.35135651,2.12612915,0.783804655
8.431702614,40.81625748,44.72365952,42.5426445,71.02114868,92.25099945,2.123688221,0.769066453
8.414922714,41.12065506,44.9187851,42.46731186,70.5406189,92.14482117,2.121247292,0.769066453
8.386943817,40.61025238,45.05062103,42.74982452,70.7881546,92.02909851,2.118806362,0.793481231
8.172430038,40.89370346,45.18246078,42.89283752,72.09174347,91.91338348,2.116365433,0.793481231
8.120914459,41.17057037,44.75567627,42.8049469,70.600914,91.56446838,2.110185146,0.793481231
8.111330986,40.79482651,44.56733704,42.71705246,67.03207397,90.83507538,2.101297379,0.793481231
8.009109497,40.2085762,44.07104874,42.36635971,66.04724121,90.10569,2.092409372,0.817819774
7.990575314,40.29647064,43.71224976,42.35053635,65.94042206,89.37628937,2.083521128,0.82705158
7.896450996,40.38436127,44.10400391,41.96556473,64.72640228,88.64689636,2.07463336,0.764717519
7.799127102,40.35975647,43.47117996,42.09740829,62.68166351,88.02862549,2.060932159,0.695822001
