41.62541962,47.45748901,2.199193001
41.65310287,47.50446701,2.204724312
41.58718491,47.65658569,2.203337431
41.52126312,47.30244446,2.202734947
41.29252243,47.34639359,2.202700377
41.7990036,47.3903389,2.202665567
41.90887451,47.90100098,2.202630758
42.01873779,47.47911453,2.202983141
42.15937042,47.45274734,2.205098152
41.69628525,47.42637634,2.207213163
41.37492371,47.42637634,2.209328175
41.76385117,47.42637634,2.211443186
41.25626373,47.42637634,2.210529089
41.77043915,47.42637634,2.208760977
41.5141449,47.46922684,2.206992626
41.54051208,47.52415848,2.205224514
41.56688309,47.57909012,2.203562021
41.59325027,47.63402176,2.202072859
41.61961746,47.6889534,2.200583696
41.58916473,47.64391327,2.199094296
42.02093506,47.59776688,2.197873116
42.02093506,47.61204529,2.197873116
41.75066757,47.66698074,2.197873116
41.424366,47.72191238,2.197873116
41.58916473,47.77685165,2.197873116
41.88909912,47.58458328,2.195682526
41.86470795,47.43014145,2.186866522
41.76582718,47.63123322,2.186656475
41.66694641,47.52981949,2.183668852
41.58751297,47.42840576,2.180681467
41.8347168,47.29124451,2.177693605
42.00181961,47.66368866,2.174706221
41.96886063,47.19660187,2.173005819
41.93590164,47.3849411,2.173405409
41.90293884,47.59447479,2.17380476
41.57707596,47.42967224,2.17420435
41.79681396,47.53184891,2.174463511
41.96313095,47.62621307,2.174082041
41.81100845,47.69560242,2.173700809
41.65888596,47.76499176,2.173319101
41.68474579,47.10995865,2.17293787
42.03412247,47.35122681,2.171204329
41.69373703,47.15346527,2.169089317
41.87351608,47.2417984,2.166974306
42.13959503,47.42373657,2.164859295
41.9682045,47.55557632,2.163258076
42.14712524,47.59776688,2.162495375
42.11573792,47.55821228,2.161732674
42.08434677,47.55821228,2.160969973
42.05295563,47.55821228,2.16079998
42.02156448,47.55821228,2.163331032
41.75396347,47.7955246,2.165862083
41.82844925,47.79450989,2.168393135
42.27143097,47.64238739,2.170924187
42.28461456,47.49026871,2.16884613
42.23187637,47.92736816,2.165467978
41.83372498,47.51489639,2.162090063
42.28461456,47.10995865,2.158712149
42.28461456,47.86144638,2.155242205
42.28461456,47.67687225,2.151705742
42.28461456,47.782341,2.148169041
41.76264954,47.32090378,2.144632578
41.79261398,47.45603943,2.142012835
41.82257843,47.95373917,2.143568754
41.85254288,47.45643616,2.145124912
41.88250732,47.53553772,2.14668107
42.10004044,47.61464691,2.148236752
41.75286102,47.69374466,2.149512768
42.02423477,47.77285004,2.149512768
41.65179062,47.47251892,2.149512768
42.00775146,47.56700134,2.149512768
41.93450928,47.82189178,2.149512768
41.86126328,47.82189178,2.147039175
41.78801727,47.782341,2.14277482
41.52140808,47.29992676,2.138509989
41.59465408,47.3298912,2.134245634
41.66789627,47.35985565,2.131266356
41.74113846,47.3898201,2.134144068
41.78362656,47.41978455,2.137022018
42.14487076,47.53184891,2.139899731
42.13771057,47.47723389,2.142777443
41.96820068,47.75973892,2.140464067
42.05060196,47.87726974,2.136686802
41.59904861,47.74542999,2.13290906
41.61103058,47.71642303,2.129131556
41.73088837,47.42637634,2.127967119
41.86602783,47.42637634,2.12869525
41.62102509,47.42637634,2.12942338
41.62541962,47.42637634,2.130151272
41.77044296,47.47192001,2.130879641
41.92865372,47.5917778,2.131607771
42.07367325,47.92736816,2.132335901
41.64503098,47.29014206,2.133063793
41.75399399,47.54502869,2.133791924
41.86294937,47.63863754,2.133923769
42.22999954,47.57271576,2.133887529
41.79681015,47.16270065,2.13385129
41.58107376,47.16270065,2.133814812
41.40129089,47.281353,2.131461143
41.61223602,47.61095047,2.127429485
41.68414688,47.63132858,2.123397589
