8.728178978,43.59147644,79.41824341,91.52539063,92.21569824,5324.524414
8.714120865,43.76616287,79.77536011,92.7990799,92.21424103,5435.312988
8.72940731,43.84856796,79.86563873,93.38130188,92.359375,5400.533691
8.715079308,43.07565689,79.81800079,92.83568573,92.50450897,5381.201172
8.721316338,43.07565689,79.78557587,93.19933319,92.64963531,5392.71582
8.713103294,43.07564926,79.75314331,93.12742615,92.74819946,5358.961426
8.725423813,43.39207077,79.72071838,91.74817657,92.63466644,5327.408691
8.721463203,43.7732048,79.68830109,93.09480286,92.52113342,5430.185547
8.719046593,43.65335083,79.74501038,91.67492676,92.40759277,5428.498047
8.704520226,42.85152817,79.73738861,91.91170502,92.29405212,5396.75293
8.699074745,43.41844177,79.72976685,92.56568909,92.46427155,5392.181152
8.70685482,43.47117615,79.72213745,92.18191528,92.64026642,5390.322266
8.713095665,42.99655533,79.7144928,92.43789673,92.81627655,5349.967773
8.720627785,43.47117615,79.7259903,93.30766296,92.99227142,5363.106445
8.696457863,43.47117615,79.71644592,92.54242706,93.0369873,5385.15332
8.71227169,43.47117615,79.70690918,92.80632782,92.9866333,5422.132324
8.711241722,43.61149216,79.69737244,92.04173279,92.9362793,5426.767578
8.700719833,43.65857697,79.68783569,92.27147675,92.88591766,5448.04541
8.700933456,43.70566559,79.7151947,92.47947693,92.83556366,5398.48291
8.700814247,43.25364304,79.74951935,93.86654663,92.81777954,5367.89209
8.711691856,43.71473312,79.78385162,93.81999969,92.82359314,5312.710938
8.714621544,43.68003845,79.81819153,92.25975037,92.82939148,5390.813965
8.700338364,43.64533997,79.8525238,93.04863739,92.83519745,5423.221191
8.702963829,43.61064529,79.89810944,92.58591461,92.84099579,5405.437012
8.717307091,43.20749664,79.85964966,93.49841309,92.77994537,5392.309082
8.707686424,43.20749664,79.82120514,92.1884079,92.71752167,5372.036621
8.707655907,43.7910614,80.06506348,93.04044342,93.3371582,5321.319824
8.708518028,43.75636292,80.05126953,94.51353455,93.23184204,5359.367676
8.706412315,43.34922028,79.64629364,92.40547943,93.12651825,5350.758301
8.703958511,43.40415192,79.86161804,92.93744659,93.02119446,5400.000488
8.71027565,43.45908737,80.09281158,93.3092041,92.91587067,5385.943359
8.695108414,43.51402283,79.95738983,91.92098999,92.93169403,5393.601563
8.704839706,43.56895447,79.82196808,92.65419006,93.03524017,5342.084961
8.707289696,43.47117615,79.6865387,92.80717468,93.13878632,5425.635254
8.696905136,43.47117615,79.79579163,92.97291565,93.24233246,5391.98877
8.693344116,43.47117615,80.11597443,93.42401886,93.30587006,5398.35498
8.71112442,43.47117615,80.12447357,93.56700897,93.30413055,5379.577148
8.70635128,43.47117615,80.12256622,93.67922974,93.30240631,5375.453613
8.696706772,43.22068024,80.12065887,94.06987,93.30065918,5364.109863
8.700826645,43.29392242,80.11875153,94.06758118,93.29892731,5380.986816
8.710385323,43.73485947,79.97436523,93.54495239,93.2208786,5370.049316
8.706479073,43.73485947,79.47063446,92.7359314,93.14126587,5464.900391
8.700277328,43.73485947,79.73683167,93.07992554,93.06165314,5408.566895
8.703782082,43.73485565,79.88834381,93.96580505,92.98204041,5363.241211
8.701086044,43.73485565,79.84828186,93.10023499,92.87440491,5360.756348
8.703864098,43.74183655,79.80823517,93.86444855,92.72105408,5353.364746
8.694527626,43.78060913,79.76818085,94.03553772,92.56769562,5294.039551
8.704015732,43.81938553,79.7281189,93.85205078,92.41434479,5319.525391
8.705046654,43.85816193,79.71439362,92.90215302,92.2609787,5408.321289
8.709671974,43.48591232,79.87512207,93.97183228,92.18323517,5382.695801
8.726706505,43.52468491,80.03585052,92.98074341,92.22884369,5418.286621
8.696187973,43.5634613,80.19551086,93.98327637,92.27445984,5347.340332
8.703513145,43.6022377,80.0710907,94.34797668,92.32006073,5270.989258
8.704764366,43.90624619,79.94667053,92.40058899,92.36567688,5330.485352
8.697561264,43.24089813,78.79780579,91.88487244,92.65129852,5368.724609
8.692609787,43.32878876,79.68260956,92.66526031,93.00463104,5498.61084
