Time,10f010.pv,10T0003.PV,10P020.PV,10T0015.PV,10T0009.PV,10T0010.PV,10T013.PV,10A100C3.PV
Time,DeC2FeedFlow.m,DeC2FeedTemp.m,DeC2ProdPress.m,DeC2ProdTemp.m,DeC2OvhdTemp.m,DeC2RefTemp.m,DeC2Tr39Temp.m,% C3 IN C2 COMP
MM/dd/yy H:mm:ss,None,None,None,None,None,None,None,None
08/01/97 1:25:00,8.429639816,200.8632355,378.5192871,41.00577164,44.91877747,42.39942932,71.15055084,0.74595958
08/01/97 1:30:00,8.427734375,200.7111206,378.5848694,41.34855652,45.00843048,42.77807236,70.53783417,0.744651616
08/01/97 1:35:00,8.420887947,200.559021,378.6504211,40.59970474,44.77084351,42.58972931,70.20310974,0.773644269
08/01/97 1:40:00,8.412373543,200.4096375,378.7160034,40.59706879,44.66675949,42.64058685,70.30021667,0.801339805
08/01/97 1:45:00,8.424621582,200.437088,378.7815857,40.65145111,44.56267929,42.49556351,70.92501831,0.796533167
08/01/97 1:50:00,8.417057991,200.4645691,378.7901611,40.73385239,44.45859146,42.26013184,71.7427597,0.783804655
08/01/97 1:55:00,8.431702614,200.4920349,378.7574768,40.81625748,44.72365952,42.5426445,71.02114868,0.769066453
08/01/97 2:00:00,8.414922714,200.5194702,378.724762,41.12065506,44.9187851,42.46731186,70.5406189,0.769066453
08/01/97 2:05:00,8.386943817,200.4530182,378.6920776,40.61025238,45.05062103,42.74982452,70.7881546,0.793481231
08/01/97 2:10:00,8.172430038,200.7254944,378.6980286,40.89370346,45.18246078,42.89283752,72.09174347,0.793481231
08/01/97 2:15:00,8.120914459,200.6156311,378.7670288,41.17057037,44.75567627,42.8049469,70.600914,0.793481231
08/01/97 2:20:00,8.111330986,200.1695709,378.8360596,40.79482651,44.56733704,42.71705246,67.03207397,0.793481231
08/01/97 2:25:00,8.009109497,200.255249,378.9050903,40.2085762,44.07104874,42.36635971,66.04724121,0.817819774
08/01/97 2:30:00,7.990575314,200.7628479,378.980835,40.29647064,43.71224976,42.35053635,65.94042206,0.82705158
08/01/97 2:35:00,7.896450996,200.7892151,379.0874634,40.38436127,44.10400391,41.96556473,64.72640228,0.764717519
08/01/97 2:40:00,7.799127102,200.3146057,379.1940613,40.35975647,43.47117996,42.09740829,62.68166351,0.695822001
08/01/97 2:45:00,7.702383518,200.3426056,379.3006287,40.78352737,43.35251999,42.34130859,60.90615845,0.695822001
08/01/97 2:50:00,7.710636616,201.052887,379.4072266,40.50101089,42.98337173,42.14354706,60.24902725,0.55543685
08/01/97 2:55:00,7.691641808,200.3475494,379.4914856,40.19232178,42.87921524,41.85350037,58.41852951,0.55543685
08/01/97 3:00:00,7.5025177,200.457428,379.5608215,39.99456024,42.81329727,41.65574265,56.35700607,0.439466536
08/01/97 3:05:00,7.492892265,200.8782043,379.6301575,39.74175644,42.74737549,41.37492371,59.18729019,0.381481379
08/01/97 3:10:00,7.487747192,201.4187317,379.6994934,39.98895645,42.68145752,41.50529861,58.40052414,0.381481379
08/01/97 3:15:00,7.475253105,200.6705627,379.7491455,40.04773712,42.39503479,41.98138428,54.77920151,0.300763011
08/01/97 3:20:00,7.492858887,200.2392426,379.7201233,39.82800674,42.36756897,42.00775528,54.66628265,0.299081385
08/01/97 3:25:00,7.485958576,200.8683167,379.69104,40.03015518,42.34009933,41.96820068,58.01507568,0.299081385
08/01/97 3:30:00,7.475097179,200.921051,379.6620178,39.99851608,42.31263351,41.16397858,58.62171173,0.216681421
08/01/97 3:35:00,7.483504772,201.3231659,379.6329346,39.71218872,42.28516388,41.64598846,56.83309555,0.19525744
08/01/97 3:40:00,7.315950871,200.5387268,379.7215576,39.59585571,42.13300323,41.67235565,55.85558701,0.204909995
08/01/97 3:45:00,7.284554482,200.7839355,379.8101807,39.47952652,42.39404297,41.69872284,58.51192093,0.216681421
08/01/97 3:50:00,7.311616898,200.9126587,379.8987732,39.26548004,42.19628525,41.72508621,59.01363754,0.210882917
08/01/97 3:55:00,7.305337906,200.7328796,379.9873657,40.39930344,41.96556473,41.75145721,54.94216537,0.201422185
08/01/97 4:00:00,7.307008743,200.6006775,380.054657,40.531147,42.4990387,41.82162857,55.50553894,0.20142217
08/01/97 4:05:00,7.296517849,200.7984314,380.0248718,39.91149902,42.71635437,41.70529556,58.42219162,0.204474017
08/01/97 4:10:00,7.306268692,201.0313263,379.9949646,39.91150284,42.41645813,41.58896637,58.1121254,0.204474017
08/01/97 4:15:00,7.289974689,200.9114532,379.9651184,39.91149902,42.41645813,41.37492371,56.78449249,0.167851791
08/01/97 4:20:00,7.310396194,200.7915955,379.9353333,39.91150284,42.41645813,41.86273193,56.39736557,0.191519231
08/01/97 4:25:00,7.290757656,200.3014221,379.92276,39.91149902,42.41645813,41.71624374,57.37174606,0.187906817
08/01/97 4:30:00,7.19769907,201.4220428,379.92276,40.15240479,42.41645813,41.38547134,58.45729065,0.180059209
08/01/97 4:35:00,7.151768684,201.3272858,379.92276,40.09247971,42.07367325,41.84954834,57.13339996,0.181508839
08/01/97 4:40:00,7.156254768,201.2036743,379.92276,40.03255081,42.54829407,41.82449722,56.87738037,0.19180885
08/01/97 4:45:00,7.133060932,201.0800781,379.9346619,39.97262573,42.54829407,41.75857925,56.63720322,0.20142217
08/01/97 4:50:00,7.135868549,200.7414246,380.0008545,39.91269684,42.54829407,41.69266129,56.76118851,0.177007377
08/01/97 4:55:00,7.14631176,200.6590271,380.0670166,39.82580566,42.54829407,41.6267395,57.69585037,0.177007362
08/01/97 5:00:00,7.134739399,200.5766296,380.1332092,39.76039505,42.02093506,41.19034958,57.52413177,0.171028227
08/01/97 5:05:00,7.162962914,200.4942322,380.1994019,39.70968628,42.02093506,40.98467636,57.17887115,0.161976993
08/01/97 5:10:00,7.189665318,200.4118347,380.1898193,39.65897369,42.02093506,41.49357605,56.08432388,0.161748111
08/01/97 5:15:00,7.199660301,200.6105042,380.1613464,39.79284668,42.02093506,41.49357605,56.74550629,0.170903653
08/01/97 5:20:00,7.197412014,200.7569885,380.1328735,39.77966309,42.76112366,41.49357605,57.828228,0.166170165
08/01/97 5:25:00,7.235939026,201.1803131,380.1043701,40.23545456,42.47860718,41.49357605,57.66418839,0.164799958
08/01/97 5:30:00,7.24845171,200.9526978,380.0758667,40.0471077,42.26212311,41.49357605,56.57033157,0.164799958
08/01/97 5:35:00,7.238380432,200.4260712,380.0395508,39.77966309,42.22335434,41.37252808,56.85243225,0.164799958
08/01/97 5:40:00,7.25178957,200.6058502,380.0030823,39.77966309,42.18457413,41.43245316,57.42027283,0.163151965
08/01/97 5:45:00,7.432523727,200.7855988,379.9666138,39.77966309,41.79681015,41.49238205,57.65180206,0.155644402
08/01/97 5:50:00,7.454321861,201.0067444,379.9301147,39.77966309,41.84624863,41.55230713,55.75182343,0.155644402
08/01/97 5:55:00,7.458174706,201.1166077,379.8831787,39.77966309,42.47578812,41.61223602,56.42872238,0.155644402
08/01/97 6:00:00,7.458785057,201.7460022,379.8190918,40.42567062,42.90426254,41.88909912,59.27305222,0.179570913
08/01/97 6:05:00,7.454805374,201.9343414,379.7550049,39.93127823,42.38514709,41.4144783,57.99066544,0.165181443
08/01/97 6:10:00,7.461531639,201.6405182,379.6909485,39.82251358,42.30274582,41.47574234,56.62602997,0.164799958
08/01/97 6:15:00,7.472518921,201.452179,379.6268616,39.87744522,42.22034454,41.59207153,56.83202744,0.204474017
08/01/97 6:20:00,7.461287498,201.1641693,379.6022949,39.93237686,42.13794327,41.70839691,57.70287704,0.189596251
08/01/97 6:25:00,7.467171192,201.1377869,379.6420593,39.98731232,42.05554199,41.82647324,57.53827667,0.189214766
08/01/97 6:30:00,7.464485645,201.1114349,379.6818848,40.04224396,42.33471298,41.48698807,56.55354309,0.183111057
08/01/97 6:35:00,7.47320509,201.0850677,379.7216797,39.95632935,42.46655655,41.87591553,56.62665176,0.185477793
08/01/97 6:40:00,7.462172985,201.0586853,379.7614746,40.10770416,42.4691925,41.36174011,57.11234283,0.192800686
08/01/97 6:45:00,7.464241505,201.1847229,379.7675171,39.9913826,42.38954163,41.36174011,57.6040802,0.19531846
08/01/97 6:50:00,7.464644432,201.1847229,379.7640686,39.87505341,42.36207581,41.36174011,57.38827133,0.184881136
08/01/97 6:55:00,7.459425926,201.1847229,379.7606201,39.66100311,42.33460617,40.88711929,57.18484879,0.167851821
08/01/97 7:00:00,7.470198631,201.1847229,379.7571411,39.75548935,42.30713654,41.15738678,57.31302643,0.167851791
08/01/97 7:05:00,7.462325096,201.1847229,379.7188721,39.86535645,42.64058685,41.21012115,57.44120407,0.183111042
08/01/97 7:10:00,7.482284069,201.2209778,379.6239014,39.97522736,42.64058685,41.49028778,57.5332222,0.183111042
08/01/97 7:15:00,7.727751732,201.0561829,379.5289612,40.29789352,42.56267929,41.86273193,57.22232437,0.180120245
08/01/97 7:20:00,7.753135681,200.6837463,379.4339905,40.24718475,42.44282532,41.78142548,55.40940857,0.180059209
08/01/97 7:25:00,7.76649189,201.0449677,379.3390198,40.19647598,42.02532959,41.63860321,57.22311783,0.180059209
08/01/97 7:30:00,7.85305357,201.6549683,379.2411194,39.71704102,42.81197357,41.34031677,61.81768036,0.192266613
08/01/97 7:35:00,7.823938847,201.5817108,379.1387634,39.55223846,42.43491364,41.31285095,57.76482391,0.192266613
08/01/97 7:40:00,7.836512089,200.6897278,379.036377,39.33726501,41.9352417,41.28538132,57.33817673,0.224127933
08/01/97 7:45:00,7.832788944,200.8695068,378.9339905,39.48375702,42.46144104,41.25791168,59.49888611,0.247199938
08/01/97 7:50:00,7.878200054,201.0492859,378.8316345,39.85612869,42.53899384,41.23044586,60.68872833,0.247199938
08/01/97 7:55:00,7.886532307,200.7892151,378.8415833,39.98796844,42.61654282,41.33273315,60.02410889,0.243766591
08/01/97 8:00:00,7.927280903,200.7892151,378.8831787,40.11980438,42.91744614,41.46457291,58.79787827,0.238418058
08/01/97 8:05:00,7.881054401,200.7730408,378.9248047,40.14002609,42.69331741,41.75725555,58.70705795,0.27161473
08/01/97 8:10:00,7.97009182,200.6831512,378.9664001,39.38413239,42.28461456,41.47050858,59.61119461,0.27161473
08/01/97 8:15:00,7.966930389,200.5932465,378.975647,39.38413239,42.78824234,41.48039246,61.87200546,0.228888825
08/01/97 8:20:00,7.977828503,200.5033569,378.9320374,39.38413239,42.32416534,41.1692543,61.52745056,0.241096228
08/01/97 8:25:00,7.855464458,200.4134674,378.8884583,39.38413239,42.81197357,41.73088837,60.47273254,0.241096228
08/01/97 8:30:00,7.851008415,200.2849274,378.8448792,39.38413239,42.81197357,41.84954834,59.73342133,0.279976845
08/01/97 8:35:00,7.849726677,200.7892151,378.8222961,39.59568405,42.81197739,41.70452499,60.23041916,0.278389841
08/01/97 8:40:00,7.847041607,200.7892151,378.8955688,39.50579071,42.81197357,41.83824539,60.72726059,0.258290797
08/01/97 8:45:00,7.703382969,200.1959381,378.9688721,39.41590118,42.81197357,41.55572891,60.09064102,0.25025177
08/01/97 8:50:00,7.696638584,199.8716125,379.0421753,39.32600784,42.38745117,41.3872261,57.75200653,0.261848837
08/01/97 8:55:00,7.720519066,199.9850006,379.1154175,39.13363266,42.51929092,41.43117523,57.56283188,0.280770302
08/01/97 9:00:00,7.707644939,199.9174347,379.1425781,39.67418671,42.57466125,41.47511673,58.09289932,0.282967627
08/01/97 9:05:00,7.719687462,200.4916229,379.1389771,39.45245361,42.46754456,41.41447449,58.54249954,0.292977691
08/01/97 9:10:00,7.711440086,200.303299,379.1353455,39.6322403,42.08026505,41.2782402,57.39738464,0.292977691
08/01/97 9:15:00,7.715158463,200.0527954,379.1317444,39.89831543,42.05672455,40.97940445,56.48468018,0.228888825
08/01/97 9:20:00,7.697256565,200.1469727,379.1410522,39.69616318,42.15089417,41.36872101,57.36655807,0.213934764
08/01/97 9:25:00,7.7209692,200.2411346,379.1715698,39.39731979,42.52687073,41.40749359,59.75859833,0.206529349
08/01/97 9:30:00,7.701132774,200.3616791,379.2021179,39.86475754,42.49940491,41.44626999,58.81557846,0.204474017
08/01/97 9:35:00,7.703695774,200.0113678,379.2326355,39.80483246,42.47193909,41.48504639,56.23554611,0.204474017
08/01/97 9:40:00,7.704336643,200.1156311,379.2631226,39.88183594,42.44447327,41.69792938,56.74489594,0.222174764
08/01/97 9:45:00,7.716361046,200.2354889,379.2425232,39.41379929,42.41700745,41.22989655,60.74892044,0.234992519
08/01/97 9:50:00,7.71202755,200.6573639,379.1385193,39.8932457,42.41645813,41.22989655,60.1702919,0.221945852
08/01/97 9:55:00,7.711838245,199.9831085,379.0344849,39.79182816,42.29120636,41.21671295,56.7061348,0.215643793
08/01/97 10:00:00,7.708350182,199.6026459,378.930481,39.69041443,42.58408356,41.1692543,56.50400543,0.228888825
08/01/97 10:05:00,7.704947472,200.2585602,378.8264465,39.41544724,42.67824936,41.61223602,60.02228165,0.228888825
08/01/97 10:10:00,7.711569786,200.5288239,378.8208008,39.49784851,42.30175781,41.65126038,60.37244797,0.228888825
08/01/97 10:15:00,7.796527386,200.1563873,378.8171997,39.5802536,42.10399628,41.67762756,57.25608063,0.201422185
08/01/97 10:20:00,7.809022903,199.6742249,378.8135376,39.66265106,42.06048965,41.70399475,55.90700531,0.201422185
08/01/97 10:25:00,7.834093571,199.8625793,378.809906,39.74505615,42.67134476,41.73036194,59.48210144,0.234611049
08/01/97 10:30:00,7.945646763,200.82547,378.703064,39.96753311,42.90953827,41.75672913,62.7990036,0.247199938
08/01/97 10:35:00,7.97399807,200.6606598,378.5670776,40.19495392,42.86558914,41.73448563,59.08078766,0.232625797
08/01/97 10:40:00,7.98492384,200.112442,378.4311218,40.04004669,42.82164383,41.67456055,58.77467728,0.228125855
08/01/97 10:45:00,7.995116711,200.2589264,378.295105,39.42698288,42.9557457,41.15079498,62.00415039,0.299081385
08/01/97 10:50:00,8.065401077,200.4741211,378.1967468,39.48192215,42.98713303,41.17881393,63.92045212,0.299081385
08/01/97 10:55:00,8.081240654,200.4081879,378.2695618,39.88411713,43.01852417,41.79681015,63.6218071,0.299081385
08/01/97 11:00:00,8.188299179,200.3422852,378.3423767,39.73199463,43.0499115,41.74407196,62.79320908,0.253303617
08/01/97 11:05:00,8.228448868,200.2763519,378.4151917,39.57987595,43.43162537,41.49885178,62.90256119,0.366954535
08/01/97 11:10:00,8.25377655,200.6507721,378.4880066,39.48433685,43.74803925,41.76769638,67.05619049,0.36927399
08/01/97 11:15:00,8.260560989,201.0397034,378.5040283,40.08948517,43.89833832,41.7951622,68.93032837,0.357066572
08/01/97 11:20:00,8.347197533,200.7298889,378.5040283,39.93786621,43.45422363,41.82262802,66.9704895,0.390255451
08/01/97 11:25:00,8.341959953,200.6105042,378.5040283,39.99225616,43.36005402,41.85009766,67.53898621,0.473647296
08/01/97 11:30:00,8.351481438,200.7569885,378.5040283,40.44380188,44.18970871,41.87756348,69.76592255,0.524918377
08/01/97 11:35:00,8.336131096,201.1293488,378.5250854,40.47127151,44.33473206,42.1885643,71.80761719,0.524918377
08/01/97 11:40:00,8.455275536,201.3923798,378.5614014,40.49873734,44.54172134,42.28273392,72.47535706,0.524918437
08/01/97 11:45:00,8.46303463,200.9711609,378.5977478,40.52620316,44.6296196,42.37690735,72.06903076,0.614605427
08/01/97 11:50:00,8.468459129,201.1029968,378.6340637,40.55367279,44.71751022,42.47107697,72.06519318,0.735496104
08/01/97 11:55:00,8.494094849,201.2348328,378.630127,40.67616653,45.26420593,42.66695404,73.10037231,0.808252215
08/01/97 12:00:00,8.503769875,201.4335785,378.5604858,41.22989655,45.51074219,42.84164047,74.8484726,0.82705158
08/01/97 12:05:00,8.517649651,201.3511658,378.4907837,41.22989655,45.70850372,43.00643539,75.35887146,0.846479297
08/01/97 12:10:00,8.531540871,201.2687836,378.4211426,41.22989655,46.02228165,43.2183876,75.32422638,0.854518294
08/01/97 12:15:00,8.483077049,201.1863556,378.3514709,41.22989655,46.09314346,43.24704742,74.95895386,0.854518294
08/01/97 12:20:00,8.492538452,200.921051,378.2211914,41.22989655,46.010746,43.27570724,75.17967224,0.936918259
08/01/97 12:25:00,8.502090454,200.921051,378.0908813,41.1362915,45.70586395,43.30436707,75.65324402,1.093294978
08/01/97 12:30:00,8.474043846,200.921051,377.9605408,41.20220947,46.26123428,43.33302689,75.96199799,1.138340354
08/01/97 12:35:00,8.484877586,200.921051,377.8302612,41.59410858,46.28871155,43.54368973,76.80532074,1.162755251
08/01/97 12:40:00,8.495956421,200.921051,377.754425,41.51170731,46.31617737,43.27121735,76.09210968,1.162755251
08/01/97 12:45:00,8.482893944,200.8577728,377.8965759,41.42930984,46.34364319,43.49754715,74.65467834,1.162755251
08/01/97 12:50:00,8.453627586,200.9456635,378.0387268,41.1244278,46.37110901,43.82714081,75.31602478,1.285825729
08/01/97 12:55:00,8.454854012,201.0335541,378.1809082,41.58586502,46.67644119,43.55027771,76.21738434,1.275429606
08/01/97 13:00:00,8.454367638,201.51651,378.3230286,41.41777039,46.560112,43.55133438,76.46007538,1.242103338
08/01/97 13:05:00,8.437543869,201.406662,378.3539124,41.68893814,46.44378281,43.49859619,76.32967377,1.278725505
08/01/97 13:10:00,8.436384201,200.7232971,378.3569641,41.50915909,46.23981094,43.445858,74.86647797,1.2883389
08/01/97 13:15:00,8.414459229,201.1451721,378.3600464,41.24308014,46.23981476,43.39312363,74.48199463,1.321451426
08/01/97 13:20:00,8.420704842,201.4000702,378.3630981,41.31799316,46.37165833,43.34038544,74.86984253,1.315347791
08/01/97 13:25:00,8.40989399,201.7120667,378.3660889,41.40788269,46.96493149,43.31790924,75.35773468,1.297769189
08/01/97 13:30:00,8.408078194,201.7120667,378.3927612,41.49777603,46.40066147,43.29044342,75.18479156,1.217688441
08/01/97 13:35:00,8.393834114,201.2016754,378.425293,41.58766556,46.2688179,43.2629776,75.01184845,1.217688441
08/01/97 13:40:00,8.366893768,201.2958527,378.4578247,41.75725555,45.97613907,43.23551178,73.63582611,1.21768856
08/01/97 13:45:00,8.34779644,201.3900299,378.490387,41.26944733,45.97613525,43.20804596,73.49760437,1.24460578
08/01/97 13:50:00,8.362171173,201.4841919,378.5272217,41.13761139,45.50151443,43.07565308,73.74785614,1.197546244
08/01/97 13:55:00,8.353458405,201.5783539,378.5671997,41.18832016,45.66411591,43.07565308,73.82173157,1.184118152
08/01/97 14:00:00,8.36432457,201.6263885,378.6071472,41.58586884,46.20026398,43.07565308,73.64370728,1.184118152
08/01/97 14:05:00,8.405377388,201.5165405,378.6470947,41.57158661,45.42372894,43.07565308,73.19834137,1.134830713
08/01/97 14:10:00,8.386974335,201.2016754,378.6870728,41.51664734,45.35781097,43.07565308,72.28197479,1.081514955
08/01/97 14:15:00,8.421728134,201.2958527,378.6229858,41.18156052,45.9168129,43.0909462,72.24438477,1.083407044
08/01/97 14:20:00,8.518211365,201.3900299,378.55896,41.59905243,45.50811005,43.1173172,72.75032806,1.046784878
08/01/97 14:25:00,8.492520332,201.7219543,378.494873,40.96621704,45.96295547,43.14368439,74.5695343,1.035823226
08/01/97 14:30:00,8.512955666,201.7769165,378.4307861,41.35020447,45.71772766,43.17005539,74.42855072,0.979644179
08/01/97 14:35:00,8.506241798,201.8318634,378.3667297,41.10300446,45.53447342,43.19642258,73.88301086,1.000571132
08/01/97 14:40:00,8.509652138,201.8867798,378.3997498,41.34580994,45.64434052,42.73287582,74.06846619,1.060518265
08/01/97 14:45:00,8.506340981,201.9417114,378.4327698,41.31834412,46.23981476,43.17322159,74.25392914,1.07730341
08/01/97 14:50:00,8.51535511,202.0878296,378.4657593,41.29087448,45.85508347,43.12927246,75.50294495,1.057832599
08/01/97 14:55:00,8.556279182,201.9779663,378.4988403,41.26340866,45.91501236,43.08531952,75.32090759,1.043733001
08/01/97 15:00:00,8.605707169,201.5185089,378.4771423,41.23593903,45.97493744,42.68013763,74.77197266,1.043733001
08/01/97 15:05:00,8.616291046,201.608429,378.3661804,41.14054108,45.93988037,43.40745163,74.46325684,1.043733001
08/01/97 15:10:00,8.617242813,201.6983185,378.2552185,41.21378708,46.10468292,42.81197357,74.59677887,1.09012115
08/01/97 15:15:00,8.645833015,201.7881927,378.1442566,41.28702927,46.47712708,43.33933258,75.95751953,1.141392231
08/01/97 15:20:00,8.664480209,201.9666443,378.0333252,41.36027527,46.69729996,43.33933258,77.02872467,1.13211453
08/01/97 15:25:00,8.667196274,201.9159393,378.0968628,41.4042244,46.89506149,43.33933258,76.80831146,1.130024195
08/01/97 15:30:00,8.743652344,201.8652496,378.164032,41.47746658,46.98000336,43.33932877,76.40563965,1.17496264
08/01/97 15:35:00,8.764565468,201.4291534,378.2311401,41.55070877,46.69749451,43.60925674,76.47075653,1.281777382
08/01/97 15:40:00,8.781060219,201.3784485,378.2982483,41.62395477,46.59907913,43.64395523,76.53585815,1.281777501
08/01/97 15:45:00,8.763054848,201.3277283,378.365387,41.88909912,46.78563309,43.6786499,77.12210846,1.297036648
08/01/97 15:50:00,8.755288124,201.9910583,378.4284973,41.95501709,47.41318893,43.71334457,78.94223022,1.323953986
08/01/97 15:55:00,8.75672245,202.0174408,378.4915161,41.98504257,47.33994675,43.78759003,78.45240021,1.324503303
08/01/97 16:00:00,8.754906654,202.0437927,378.5545349,41.94842529,47.37364197,43.68317413,78.01934814,1.330607057
08/01/97 16:05:00,8.757036209,202.0701599,378.6175232,41.9118042,47.45573807,43.63043594,77.88598633,1.503189206
08/01/97 16:10:00,8.754070282,202.0965271,378.6302185,41.36174011,47.48570251,43.57770157,78.042099,1.507614374
08/01/97 16:15:00,8.756134033,201.8908997,378.5609131,41.93656158,47.51566696,43.52496719,78.28546906,1.486251354
08/01/97 16:20:00,8.753960609,202.0144958,378.4915466,42.39009094,47.54562759,43.47223282,78.79208374,1.486251354
08/01/97 16:25:00,8.751449585,202.138092,378.4222107,42.26483917,47.94329834,43.77598953,78.63719177,1.505722165
08/01/97 16:30:00,8.767174721,202.3581085,378.3528748,42.03939819,47.91583252,43.82872772,78.46607208,1.519821763
08/01/97 16:35:00,8.764910698,202.1559448,378.3548584,42.51269913,47.88836288,43.8814621,78.24336243,1.541856289
08/01/97 16:40:00,8.767663002,201.8571167,378.3583374,42.31494141,47.86089325,43.93419647,78.34018707,1.579867005
08/01/97 16:45:00,8.754631996,202.0285187,378.3618164,42.03412247,47.83342743,43.98693085,78.44832611,1.586962461
08/01/97 16:50:00,8.771233559,202.3495178,378.3652649,42.16449738,47.66222,44.10777664,78.55645752,1.586962461
08/01/97 16:55:00,8.755150795,202.2921906,378.364624,42.52192688,47.588974,44.73684311,78.66460419,1.586962461
08/01/97 17:00:00,8.760850906,202.2348785,378.3609924,42.40986252,48.13391876,44.23008347,78.65772247,1.553392291
08/01/97 17:05:00,8.753808022,202.177536,378.3573608,42.26860428,47.71642303,44.18888474,78.20501709,1.577308774
08/01/97 17:10:00,8.747384071,202.120224,378.3537292,42.03412247,47.60930634,44.14767838,78.19548035,1.577807069
08/01/97 17:15:00,8.756408691,202.1171112,378.3646545,42.07367325,47.52690506,43.60960388,78.1859436,1.577807069
08/01/97 17:20:00,8.758104324,202.1698303,378.3993225,42.02093506,47.44450378,43.87987518,78.17640686,1.573046207
08/01/97 17:25:00,8.748352051,202.22258,378.4339905,42.02093506,47.36210251,43.89361191,78.16687012,1.566471696
08/01/97 17:30:00,8.740439415,202.2753143,378.468689,42.02093506,47.65050507,43.92108154,78.03404999,1.562547684
08/01/97 17:35:00,8.71694088,202.3280487,378.5033264,42.02093506,47.56084824,43.94854736,77.90543365,1.562547803
08/01/97 17:40:00,8.618405342,202.0153198,378.5040283,41.78362656,47.31430817,43.97601318,77.77681732,1.559800982
08/01/97 17:45:00,8.624279976,202.0834351,378.5040283,42.24506378,47.10556793,43.76122284,77.34046936,1.547288418
08/01/97 17:50:00,8.618350983,202.1932983,378.5040283,42.0253334,47.03232193,43.99326324,76.75845337,1.553392172
08/01/97 17:55:00,8.60806942,202.0021362,378.5040283,41.76319122,47.08359146,44.00512695,76.38690948,1.553392172
08/01/97 18:00:00,8.613934517,201.975769,378.5039978,41.79615021,46.85467148,43.61619949,75.69119263,1.498458862
08/01/97 18:05:00,8.612934113,201.8043823,378.5690308,41.82911301,46.67488861,43.46407318,75.31724548,1.431318045
08/01/97 18:10:00,8.615680695,202.0944366,378.6353455,41.86207199,46.42627335,43.22068405,75.23280334,1.431318164
08/01/97 18:15:00,8.478658676,202.2465515,378.7016907,41.05850983,45.9102211,43.32862473,75.15972137,1.345866323
08/01/97 18:20:00,8.469237328,202.6085968,378.7680054,41.59594727,46.08655548,43.45222092,75.0866394,1.31070888
08/01/97 18:25:00,8.468971252,202.4196167,378.8207397,41.51839828,46.33210754,43.57582092,74.80971527,1.309244037
08/01/97 18:30:00,8.452986717,201.8834839,378.8514099,41.44084167,45.8303833,43.20156479,73.23618317,1.251258969
08/01/97 18:35:00,8.431409836,201.785202,378.882019,41.36329269,45.79376221,43.16860199,72.26945496,1.237983465
08/01/97 18:40:00,8.423571587,201.7252655,378.9126587,40.8343811,45.7571373,43.13564301,71.64637756,1.173207879
08/01/97 18:45:00,8.446125031,201.868988,378.9432678,40.8739357,45.72051239,43.10268021,71.42779541,1.150547862
08/01/97 18:50:00,8.402089119,201.934906,378.9616699,40.97610855,45.31694031,42.4823761,71.34462738,1.150547862
