93.31160346,48.395612,48.822784433,888.162,69.1560879
76.813024545,38.246544,74.912575371,845.79,63.568443842
75.912531111,24.49418,32.698661028,845.79,51.11841647
74.713079691,29.804536,40.6250971,845.79,57.756956908
75.99824001,37.863548,78.693552269,904.0515,64.626901484
97.590197259,26.518168,31.411195986,840.4935,51.612064983
79.28684127,51.184164,66.645658736,610.6254,71.383322378
91.615020426,32.224544,37.19956077,1003.6257,58.662199004
95.992676649,56.519056,50.617346971,561.8976,69.696313405
78.826477581,48.422552,75.278609831,829.9005,73.310744247
87.407521038,44.291468,64.962986748,927.3561,66.382718894
93.408751269,22.283792,30.425859235,996.2106,42.057924773
93.260667384,41.539648,66.335555267,996.2106,62.646779333
74.825783442,49.535712,55.233665386,546.0081,68.643193404
75.731849991,29.994768,32.011891116,812.9517,55.858927778
97.248815307,60.631376,54.397942965,511.0512,73.160995073
96.751069065,56.38484,42.512166936,511.0512,70.622606092
94.108061349,46.681888,48.85185217,999.3885,68.457761548
89.112196674,46.702636,51.769305415,749.3937,66.172336778
90.224307504,50.122056,58.350202869,717.6147,68.133879557
74.731799016,33.757972,31.242512649,605.3289,58.243953605
77.010915249,45.799944,77.297134398,886.0434,72.037533432
82.232782542,45.799872,66.301192965,886.0434,69.175176753
93.391997778,54.577392,51.239382248,528.0,67.668162003
97.504232265,50.040272,56.865320044,909.348,68.265954044
96.869133738,49.541436,65.012118603,909.348,68.909585045
82.673119602,43.932168,72.767619243,1023.7524,69.258641087
75.240030519,31.881324,32.653685788,685.8357,58.587776759
76.71084264,42.685948,57.657957462,875.4504,67.884524563
80.617491378,43.01474,75.441289168,875.4504,67.883919853
79.075631187,28.523384,35.459315143,1006.8036,56.784406249
82.585035117,48.426968,66.907173138,843.6714,71.227026141
83.194236342,47.463092,53.735708032,843.6714,70.385173895
89.532392472,54.39268,49.484828914,531.1779,69.103087643
91.658710233,53.662424,45.795107092,537.5337,68.982526463
82.866622545,24.199524,30.149575279,615.9219,38.913330181
78.877891701,29.043576,34.531037811,615.9219,55.685280635
76.749952005,42.847728,68.750086678,603.2103,63.740248285
75.247806051,44.18358,59.602167659,603.2103,64.469714847
76.920150303,47.531996,59.199204556,530.1186,65.420586396
92.095625376,47.042052,63.150574097,705.9624,65.026715117
95.526042291,47.723888,55.504916647,705.9624,63.712888706
96.528093246,26.111284,31.592425348,857.4423,51.427414013
96.528093246,26.111284,31.592425348,857.4423,51.427414013
97.450474266,37.105396,38.790034945,857.4423,60.213281436
95.999681457,52.908144,55.391869101,546.0081,66.24281174
84.972035637,53.610748,63.195868343,613.8033,71.982480969
82.702714428,53.075748,66.205614629,613.8033,72.583229901
83.974628538,45.153824,48.701118934,900.8736,69.550797203
84.645436464,47.321616,52.280021499,900.8736,70.773250429
85.255449876,49.961196,63.667294179,900.8736,72.441275301
88.611250464,43.966316,73.574154896,1014.2187,67.790918234
76.006781388,28.510724,33.480390308,625.4556,55.505686378
78.084106956,29.316844,32.812489427,625.4556,55.954929141
85.487386581,51.31052,64.68995,625.4556,70.054292498
85.487386581,46.609688,72.30869182,902.9922,70.054292498
96.292861452,50.003524,67.353559297,1023.7524,70.904244056
96.948625626,48.350436,50.526491844,1023.7524,68.874178531
97.453286433,50.3205,60.343740134,1023.7524,69.928131794
97.482422727,49.924172,60.14386076,1023.7524,69.49990153
97.06866345,48.927512,54.822589028,1023.7524,68.731671597
92.886885756,48.361688,68.874708944,1017.3966,70.327569268
86.149228743,48.351064,70.180543082,1003.6257,72.217841914
83.712243357,48.235916,64.30113748,1003.6257,72.43431875
79.37891352,46.844908,45.428420334,679.4799,70.384897728
78.993214938,51.208816,58.860185712,679.4799,72.218989436
78.988010112,50.607168,63.426796155,679.4799,71.681349424
79.982470899,46.055984,65.143049591,800.2401,68.891915118
84.26493783,35.318908,36.700371794,605.3289,60.24570249
92.992452993,33.724664,39.216823593,975.0246,58.906582991
82.74385548,45.273784,63.028594352,916.7631,68.708868774
74.594110149,43.05894,66.874124955,848.9679,68.240341935
74.912904522,42.931356,65.572994981,848.9679,68.077574819
75.18746763,49.182064,56.119738555,540.7116,67.971198148
92.084998653,53.831656,64.119808131,842.6121,73.635449978
94.604383215,52.908472,49.35977337,842.6121,72.416844045
96.518188467,61.123012,48.173971605,517.407,73.34224157
97.056812349,61.66892,51.114993286,517.407,73.613142351
97.424791596,38.916188,32.079196853,517.407,64.017948488
97.48400076,35.581776,31.174459388,517.407,60.579940744
96.689820897,37.540496,32.24993231,517.407,62.542202509
82.685917035,30.56594,32.482059969,610.6254,56.873489152
78.810738714,46.066776,63.762410669,720.7926,67.891409692
92.868915204,51.394832,58.207249597,646.6416,67.441147968
91.050372414,51.66458,56.419733784,646.6416,68.11392411
82.817186454,35.211316,33.488027433,874.3911,62.53922181
80.311235904,47.385672,54.080573752,874.3911,71.770108546
76.585631697,45.558424,51.01938162,874.3911,71.697400441
74.762586513,45.84852,51.24484822,794.9436,71.355691393
74.537064378,46.497988,54.503696199,794.9436,71.480318895
74.907043605,35.160204,34.509145353,794.9436,63.156621707
75.291171471,47.855224,67.270236547,749.3937,71.514563603
75.872324196,44.802608,51.658914675,749.3937,69.141260589
94.660568019,49.506932,55.451999559,882.8655,68.494329868
97.382850552,50.702944,62.773512466,924.1782,69.62421001
97.030241883,46.66418,47.020037221,924.1782,66.922587287
97.030241883,46.66418,47.020037221,924.1782,66.922587287
95.999547312,50.07748,44.166923422,601.0917,66.240340521
81.742321593,25.98812,33.358139169,687.9543,52.780265677
79.38620613,48.228184,53.830310301,514.2291,65.005835939
89.705795616,45.846624,47.639268092,983.499,69.418936984
91.117218087,55.465072,58.732854266,552.3639,70.698642486
74.755874385,49.355208,67.775710439,633.93,71.095718255
74.510037819,47.029304,52.020211642,633.93,69.177976515
75.399992334,46.351012,44.374687508,505.7547,67.150315548
97.527727152,47.688404,59.318098978,749.3937,64.102779372
97.52075649,29.868032,32.88498022,749.3937,55.595473983
97.546287942,24.513208,30.296794675,749.3937,43.813770751
95.201250417,25.331436,30.161378542,741.9786,41.139888527
94.024515843,48.763072,56.794857565,741.9786,65.863658256
92.927904858,48.415024,56.73015626,741.9786,65.852168756
88.857711414,24.981472,30.084302618,741.9786,34.338419082
78.834018969,44.890608,55.940594642,624.3963,64.769955991
79.310655666,45.86016,52.421860626,624.3963,66.137787334
79.440590952,47.725896,56.428432679,624.3963,67.410264879
80.029636281,42.604932,75.718692029,1026.9303,69.101159236
80.352506223,43.052152,61.261671161,1026.9303,68.637546265
80.352506223,43.052152,61.261671161,1026.9303,68.637546265
81.60198885,45.411312,70.752189521,1026.9303,70.898368365
83.012621085,34.058176,32.963479773,1026.9303,61.173952153
83.748903966,51.288688,69.479660677,743.0379,72.976072697
83.948506848,36.62874,33.674022856,743.0379,63.693133243
84.40308279,50.230988,52.14945713,743.0379,71.341073589
86.907552867,47.838752,67.089326192,929.4747,70.344386886
87.167060028,47.308084,59.225782132,929.4747,69.422284319
87.167060028,47.308084,59.225782132,929.4747,69.422284319
89.186852025,49.35606,57.80393892,850.0272,69.766874074
92.951358282,50.282928,42.307250106,636.0486,69.615182207
90.98918766,50.067708,48.661781074,646.6416,67.517803356
76.071612447,23.896696,30.499245151,602.151,44.205280327
74.730603906,35.577632,40.442025115,602.151,60.731823071
74.6002296,32.908756,37.145919964,602.151,59.34762169
76.758200703,25.4774,30.301222685,560.8383,43.613111618
77.944383963,26.945136,31.148419839,560.8383,51.289592395
95.624002287,34.631024,35.509899194,619.0998,57.879822654
97.480937376,47.686904,60.259093742,739.86,64.225749871
97.561117062,30.431744,32.81381783,739.86,56.158402321
96.620436225,49.407816,62.38068617,739.86,66.695273277
89.011022076,31.41736,30.87333097,697.488,54.961537396
86.15069946,56.143252,58.23154175,521.6442,71.638281657
79.156488915,49.2297,64.779733834,659.3532,69.931055355
85.839173307,49.448752,71.208050667,900.8736,72.632863777
85.928430951,49.047036,70.628476663,900.8736,72.09625225
90.139869324,29.7353,32.957409115,815.0703,56.277282691
86.841453528,49.434616,60.193383041,530.1186,65.338802873
75.806551683,26.786684,33.267017409,538.593,53.372020136
75.352107447,26.590468,33.03195679,538.593,53.115175303
74.578320063,44.620552,55.331276797,538.593,63.39048278
74.887160877,33.555056,37.11576189,538.593,59.084463108
88.902703647,52.461864,61.245792225,667.8276,70.348191324
93.427848639,35.804688,33.186732369,667.8276,61.603763235
94.589683362,48.683916,43.172906821,667.8276,67.53003565
97.687940184,34.187776,31.725394173,514.2291,59.340884168
97.766988174,54.873468,43.989822107,514.2291,67.849008535
96.710267034,57.185848,53.94750494,514.2291,69.620243681
92.838454533,55.598048,58.881587755,591.558,71.111807364
91.670314995,55.964868,54.903669205,591.558,71.145956842
86.154148206,45.472036,42.395700776,783.2913,69.635599519
83.562976557,45.216908,42.647506888,783.2913,70.080871191
80.92206882,35.869352,32.809427912,783.2913,62.811151074
79.669093545,43.80114,43.616174328,783.2913,69.458228882
79.29779238,32.437876,30.710537362,661.4718,54.572689499
78.969588345,49.7737,54.047073245,661.4718,70.853762633
78.885106263,47.439364,51.054243859,661.4718,69.105658853
84.184655706,49.29092,54.794921114,571.4313,66.168694231
85.957928217,50.689896,54.349420556,571.4313,67.039963024
86.037493275,49.569424,59.183616059,633.93,67.378434251
