Time,10f010.pv,10T0003.PV,10A100C3.PV
Time,DeC2FeedFlow.m,DeC2FeedTemp.m,% C3 IN C2 COMP
MM/dd/yy H:mm:ss,None,None,None
08/02/97 0:40:00,8.089594841,201.3627167,0.247199938
08/02/97 0:45:00,8.083096504,200.9595947,0.225836977
08/02/97 0:50:00,8.092425346,201.0610046,0.247260943
08/02/97 0:55:00,8.079234123,201.1624146,0.240028083
08/02/97 1:00:00,8.074807167,201.4088593,0.234992519
08/02/97 1:05:00,8.089254379,201.580246,0.231504694
08/02/97 1:10:00,8.084445,201.0660706,0.228888825
08/02/97 1:15:00,8.116031647,201.139328,0.228888825
08/02/97 1:20:00,8.09165287,201.2125702,0.241935492
08/02/97 1:25:00,8.098379135,201.2858276,0.246265694
08/02/97 1:30:00,8.088564873,201.7437439,0.228888825
08/02/97 1:35:00,8.091939926,201.1960297,0.241096243
08/02/97 1:40:00,8.078304291,201.2588043,0.241096228
08/02/97 1:45:00,8.092074394,201.3216095,0.262459189
08/02/97 1:50:00,8.087637901,201.3843689,0.241096228
08/02/97 1:55:00,8.073793411,201.4471588,0.241096228
08/02/97 2:00:00,8.085915565,201.5978241,0.232123792
08/02/97 2:05:00,8.033571243,201.4513397,0.285500675
08/02/97 2:10:00,7.95143795,201.0378418,0.286873996
08/02/97 2:15:00,7.953856468,201.2374573,0.286873996
08/02/97 2:20:00,7.941702366,201.1847229,0.273598462
08/02/97 2:25:00,7.937595844,201.1847229,0.261925131
08/02/97 2:30:00,7.942564487,200.7074585,0.259407341
08/02/97 2:35:00,7.938589573,200.8393097,0.261619925
08/02/97 2:40:00,7.948477268,201.5077515,0.236555696
08/02/97 2:45:00,7.938803196,201.837326,0.225836977
08/02/97 2:50:00,7.945017815,201.3429413,0.194860682
08/02/97 2:55:00,7.939054966,200.7741394,0.18834281
08/02/97 3:00:00,7.79171133,200.631012,0.192266628
08/02/97 3:05:00,7.651234627,201.6593475,0.189367354
08/02/97 3:10:00,7.630213261,202.4196472,0.186162904
08/02/97 3:15:00,7.63985157,201.3561249,0.186162904
08/02/97 3:20:00,7.245246887,200.8626709,0.152592555
08/02/97 3:25:00,7.187926292,201.8043823,0.152592555
08/02/97 3:30:00,7.169011593,201.7219696,0.192266613
08/02/97 3:35:00,7.143177986,200.6771545,0.192266613
08/02/97 3:40:00,7.058488846,200.5189514,0.192266613
